3,3,2,0,1389,8611
4,3,2,0,774,9226
4,4,2,0,1267,8733
4,4,3,271,2099,7630
5,3,2,0,527,9473
5,4,2,0,874,9126
5,4,3,155,1304,8541
5,5,2,0,1210,8790
5,5,3,286,2162,7552
5,5,4,542,2546,6912
